Run_ID,Scenario_Type,Attack_Style,Attack_PPS,Attack_Style2_Multiplier,FW_PPS_Capacity,Scrubber_Choice,Goodput_Mbps,Successful_Transactions,Avg_RTT_ms,P95_RTT_ms,FW_Packets_Processed,FW_Dropped_Mitigation,FW_Dropped_Queue,FW_Avg_Queue_Len,Scrubber1_ID,S1_Packets_Processed,S1_Dropped_Mitigation,S1_Dropped_Queue,S1_Avg_Queue_Len,Scrubber2_ID,S2_Packets_Processed,S2_Dropped_Mitigation,S2_Dropped_Queue,S2_Avg_Queue_Len,Server_Dropped_Queue
Dist-GoodQ_pps-30000_fw-40000_mult-50,Distributed,ATTACK_STYLE_2,30000,50,40000,SW3,0.09,27,812.25,5135.40,19055,19047,71212,7720.25,SW3,100030,100000,0,5.50,SW4,100028,100000,0,5.50,0
Dist-WideP_pps-30000_fw-40000_mult-50,Distributed,ATTACK_STYLE_2,30000,50,40000,SW1,0.00,1,89.65,89.65,19054,19047,71210,7720.76,SW1,4013,4000,95038,876.61,SW2,4012,4000,95038,876.59,0
Dist-GoodQ_pps-30000_fw-40000_mult-60,Distributed,ATTACK_STYLE_2,30000,60,40000,SW3,0.09,27,812.34,5135.50,19055,19047,71212,7720.25,SW3,100030,100000,0,5.50,SW4,100028,100000,0,5.50,0
Dist-WideP_pps-30000_fw-40000_mult-60,Distributed,ATTACK_STYLE_2,30000,60,40000,SW1,0.00,1,89.65,89.65,19054,19047,71202,7720.76,SW1,3334,3334,95709,861.76,SW2,3334,3334,95707,861.76,0
Dist-GoodQ_pps-30000_fw-40000_mult-70,Distributed,ATTACK_STYLE_2,30000,70,40000,SW3,0.09,27,812.43,5135.60,19055,19047,71212,7720.25,SW3,100030,100000,0,5.50,SW4,100028,100000,0,5.50,0
Dist-WideP_pps-30000_fw-40000_mult-70,Distributed,ATTACK_STYLE_2,30000,70,40000,SW1,0.00,1,89.65,89.65,19054,19047,71203,7720.76,SW1,2860,2858,96185,848.21,SW2,2859,2858,96184,848.18,0
Dist-GoodQ_pps-30000_fw-40000_mult-80,Distributed,ATTACK_STYLE_2,30000,80,40000,SW3,0.09,27,812.51,5135.70,19055,19047,71212,7720.25,SW3,100030,100000,0,5.50,SW4,100028,100000,0,5.50,0
Dist-WideP_pps-30000_fw-40000_mult-80,Distributed,ATTACK_STYLE_2,30000,80,40000,SW1,0.00,1,89.65,89.65,19054,19047,71209,7720.76,SW1,2510,2500,96539,835.94,SW2,2510,2500,96538,835.94,0
Dist-GoodQ_pps-30000_fw-40000_mult-90,Distributed,ATTACK_STYLE_2,30000,90,40000,SW3,0.09,27,812.60,5135.80,19055,19047,71212,7720.25,SW3,100030,100000,0,5.50,SW4,100028,100000,0,5.50,0
Dist-WideP_pps-30000_fw-40000_mult-90,Distributed,ATTACK_STYLE_2,30000,90,40000,SW1,0.00,1,89.65,89.65,19054,19047,71202,7720.76,SW1,2223,2223,96820,823.78,SW2,2223,2223,96818,823.78,0
Dist-GoodQ_pps-30000_fw-40000_mult-100,Distributed,ATTACK_STYLE_2,30000,100,40000,SW3,0.09,27,812.70,5135.90,19055,19047,71212,7720.25,SW3,100030,100000,0,5.50,SW4,100028,100000,0,5.50,0
Dist-WideP_pps-30000_fw-40000_mult-100,Distributed,ATTACK_STYLE_2,30000,100,40000,SW1,0.00,1,89.65,89.65,19054,19047,71208,7720.76,SW1,2009,2000,97039,813.25,SW2,2008,2000,97039,813.19,0
Dist-GoodQ_pps-30000_fw-40000_mult-110,Distributed,ATTACK_STYLE_2,30000,110,40000,SW3,0.08,23,1295.08,3788.86,19055,19047,71211,7720.16,SW3,90935,90909,0,4551.38,SW4,90934,90909,0,4551.32,0
Dist-WideP_pps-30000_fw-40000_mult-110,Distributed,ATTACK_STYLE_2,30000,110,40000,SW1,0.00,1,89.65,89.65,19054,19047,71203,7720.76,SW1,1820,1819,97224,802.49,SW2,1820,1819,97223,802.49,0
Dist-GoodQ_pps-30000_fw-40000_mult-120,Distributed,ATTACK_STYLE_2,30000,120,40000,SW3,0.06,19,1916.76,4516.56,19055,19047,71210,7720.07,SW3,83357,83334,0,8339.98,SW4,83356,83334,0,8340.00,0
Dist-WideP_pps-30000_fw-40000_mult-120,Distributed,ATTACK_STYLE_2,30000,120,40000,SW1,0.00,1,89.65,89.65,19054,19047,71202,7720.76,SW1,1667,1667,97376,792.80,SW2,1667,1667,97374,792.80,0
Dist-GoodQ_pps-30000_fw-40000_mult-130,Distributed,ATTACK_STYLE_2,30000,130,40000,SW3,0.06,17,2123.05,4166.62,19055,19047,71210,7719.98,SW3,76944,76923,3562,10965.48,SW4,76943,76923,3568,10964.80,0
Dist-WideP_pps-30000_fw-40000_mult-130,Distributed,ATTACK_STYLE_2,30000,130,40000,SW1,0.00,1,89.65,89.65,19054,19047,71202,7720.76,SW1,1540,1539,97503,783.78,SW2,1539,1539,97503,783.71,0
Dist-GoodQ_pps-30000_fw-40000_mult-140,Distributed,ATTACK_STYLE_2,30000,140,40000,SW3,0.05,15,2743.74,5899.48,19055,19047,71209,7719.90,SW3,71448,71429,9061,12192.63,SW4,71447,71429,9063,12192.46,0
Dist-WideP_pps-30000_fw-40000_mult-140,Distributed,ATTACK_STYLE_2,30000,140,40000,SW1,0.00,1,89.65,89.65,19054,19047,71203,7720.76,SW1,1430,1429,97613,775.23,SW2,1430,1429,97612,775.23,0
Dist-GoodQ_pps-30000_fw-40000_mult-150,Distributed,ATTACK_STYLE_2,30000,150,40000,SW3,0.04,11,2409.74,4528.80,19054,19047,71210,7720.76,SW3,66684,66667,13822,12894.30,SW4,66684,66667,13823,12893.56,0
Dist-WideP_pps-30000_fw-40000_mult-150,Distributed,ATTACK_STYLE_2,30000,150,40000,SW1,0.00,1,89.65,89.65,19054,19047,71202,7720.76,SW1,1334,1334,97709,767.07,SW2,1334,1334,97707,767.07,0
Centralized_pps-5000_fw-8000,Centralized,ATTACK_STYLE_2,5000,N/A,8000,N/A,0.02,6,4367.87,7946.94,16020,15995,24324,7037.67,,0,0,0,0.00,,0,0,0,0.00,0
Centralized_pps-5000_fw-20000,Centralized,ATTACK_STYLE_2,5000,N/A,20000,N/A,0.02,7,3943.68,7226.00,18209,18179,22149,7076.37,,0,0,0,0.00,,0,0,0,0.00,0
Centralized_pps-5000_fw-40000,Centralized,ATTACK_STYLE_2,5000,N/A,40000,N/A,0.03,9,4548.76,7926.50,19078,19046,21271,7084.74,,0,0,0,0.00,,0,0,0,0.00,0
Centralized_pps-15000_fw-8000,Centralized,ATTACK_STYLE_2,15000,N/A,8000,N/A,0.00,1,281.85,281.85,16004,15998,124288,7693.33,,0,0,0,0.00,,0,0,0,0.00,0
Centralized_pps-15000_fw-20000,Centralized,ATTACK_STYLE_2,15000,N/A,20000,N/A,0.00,1,231.45,231.45,18190,18180,122106,7823.51,,0,0,0,0.00,,0,0,0,0.00,0
Centralized_pps-15000_fw-40000,Centralized,ATTACK_STYLE_2,15000,N/A,40000,N/A,0.00,1,220.90,220.90,19057,19047,121240,7869.32,,0,0,0,0.00,,0,0,0,0.00,0
Centralized_pps-30000_fw-8000,Centralized,ATTACK_STYLE_2,30000,N/A,8000,N/A,0.00,1,563.10,563.10,16003,15999,274286,7810.19,,0,0,0,0.00,,0,0,0,0.00,0
Centralized_pps-30000_fw-20000,Centralized,ATTACK_STYLE_2,30000,N/A,20000,N/A,0.00,1,445.95,445.95,18187,18181,272104,7948.90,,0,0,0,0.00,,0,0,0,0.00,0
Centralized_pps-30000_fw-40000,Centralized,ATTACK_STYLE_2,30000,N/A,40000,N/A,0.00,1,425.65,425.65,19056,19047,271238,7998.21,,0,0,0,0.00,,0,0,0,0.00,0
